data,gold
20151013,1173.5
20151014,1184.2
20151015,1177.9
20151016,1177.3
20151018,1172
20151019,1168.5
20151020,1177.4
20151021,1166
20151022,1168.3
20151023,1164
20151025,1165.2
20151026,1164.9
20151027,1167.8
20151028,1160
20151029,1147.4
20151030,1141.7
20151101,1141.7
20151102,1137.1
20151103,1120.9
20151104,1108.9
20151105,1108.6
20151106,1088.9
20151108,1092.5
20151109,1091.7
20151110,1091.5
20151111,1087.8
20151112,1081.5
20151113,1083.4
20151115,1094.6
20151116,1077.6
20151117,1067.7
20151118,1076.1
20151119,1085.1
20151120,1076.7
20151122,1069.1
20151123,1070.5
20151124,1078.5
20151125,1071.8
20151126,1067.2
20151127,1055.9
20151129,1055.5
20151130,1071.4
20151201,1067
20151202,1052.6
20151203,1061.6
20151204,1085.8
20151206,1084.6
20151207,1071.3
20151208,1076.4
20151209,1073.3
20151210,1068.1
20151211,1073.7
20151213,1075
20151214,1062.8
20151215,1064.5
20151216,1065.8
20151217,1054.7
20151218,1065.6
20151220,1068.8
20151221,1077.8
20151222,1074.4
20151223,1073.2
20151224,1075.8
20151227,1072.7
20151228,1072.5
20151229,1069.7
20151230,1061.2
20151231,1060.5
20160103,1067.9
20160104,1077.7
20160105,1078.7
20160106,1098.6
20160107,1103.2
20160108,1104.1
20160110,1104.8
20160111,1095.5
20160112,1084.9
20160113,1091.5
20160114,1080.3
20160115,1088.6
20160117,1090.1
20160118,1088.5
20160119,1091.1
20160120,1103.5
20160121,1099
20160122,1098.2
20160124,1101.1
20160125,1112.7
20160126,1120.7
20160127,1119.8
20160128,1114.3
20160129,1118
20160131,1122.3
20160201,1125.8
20160202,1128.5
20160203,1143.5
20160204,1155.3
20160205,1174.1
20160207,1166.2
20160208,1191.8
20160209,1191.8
20160210,1206.7
20160211,1239.3
20160212,1238.5
20160214,1219.8
20160215,1197.9
20160216,1206.8
20160217,1209.9
20160218,1226.7
20160219,1226.6
20160221,1217
20160222,1216.6
20160223,1228.1
20160224,1234.5
20160225,1240
20160226,1222.8
20160228,1229
20160229,1245.2
20160301,1227.4
20160302,1239.8
20160303,1261.9
20160304,1260.1
20160306,1261.4
20160307,1270.8
20160308,1256.4
20160309,1248.4
20160310,1275.8
20160311,1251.1
20160313,1255.6
20160314,1230.2
20160315,1232.9
20160316,1257.3
20160317,1263.7
20160318,1256
20160320,1252.1
20160321,1244.7
20160322,1235.1
20160323,1220.1
20160324,1216.7
20160327,1213.4
20160328,1219
20160329,1236.3
20160330,1229.9
20160331,1232.7
20160401,1223.6
20160403,1219
20160404,1227
20160405,1230.9
20160406,1231
20160407,1237.5
20160408,1240.1
20160410,1252.9
20160411,1255.7
20160412,1253.9
20160413,1234.7
20160414,1230.1
20160415,1235.8
20160417,1236.8
20160418,1234.8
20160419,1252.5
20160420,1249.3
20160421,1248.9
20160422,1233.7
20160424,1235.1
20160425,1238
20160426,1245.6
20160427,1251.7
20160428,1277.4
20160429,1294.9
20160501,1295
20160502,1294.6
20160503,1282.7
20160504,1282.7
20160505,1280.1
20160506,1289.7
20160508,1286.7
20160509,1265.6
20160510,1272
20160511,1273
20160512,1272.6
20160513,1274.3
20160515,1279.1
20160516,1280.1
20160517,1277.1
20160518,1258.8
20160519,1255.2
20160520,1252.9
20160522,1255.4
20160523,1246.2
20160524,1227.6
20160525,1229.5
20160526,1217
20160527,1212.4
20160529,1202.6
20160530,1212.3
20160531,1216.7
20160601,1218.1
20160602,1214.4
20160603,1246.5
20160605,1244.6
20160606,1246.2
20160607,1251.1
20160608,1264.8
20160609,1269.3
20160610,1276.3
20160612,1277.8
20160613,1282.5
20160614,1288.1
20160615,1305.8
20160616,1286.3
20160617,1301.6
20160619,1284.6
20160620,1289.2
20160621,1271.3
20160622,1265.4
20160623,1342
20160624,1319.1
20160626,1330.5
20160627,1318.3
20160628,1321.8
20160629,1317.7
20160630,1333.1
20160701,1344.9
20160703,1349
20160704,1345.6
20160705,1370.5
20160706,1369.5
20160707,1359.5
20160708,1367.4
20160710,1366.8
20160711,1355.2
20160712,1338.1
20160713,1338
20160714,1330.1
20160715,1337.7
20160717,1328
20160718,1330.5
20160719,1332
20160720,1315
20160721,1327.6
20160722,1322.1
20160724,1317.4
20160725,1319.3
20160726,1319.7
20160727,1338.3
20160728,1337.4
20160729,1349.7
20160731,1357.4
20160801,1356.1
20160802,1370.6
20160803,1357.9
20160804,1368.6
20160805,1341.4
20160807,1343.6
20160808,1339.4
20160809,1358.7
20160810,1348.3
20160811,1343.7
20160812,1341.7
20160814,1343.7
20160815,1350.6
20160816,1348.2
20160817,1357.6
20160818,1351.8
20160819,1345.8
20160821,1338.3
20160822,1342.4
20160823,1340.4
20160824,1329.6
20160825,1327.2
20160826,1324
20160828,1320.1
20160829,1326.8
20160830,1318.2
20160831,1312.6
20160901,1316.9
20160902,1328.8
20160904,1328.4
20160905,1330.1
20160906,1356.8
20160907,1350.9
20160908,1342.6
20160909,1331.8
20160911,1331.9
20160912,1333.7
20160913,1323.5
20160914,1325.2
20160915,1317.1
20160916,1313.2
20160918,1318.7
20160919,1319.6
20160920,1314.7
20160921,1337.3
20160922,1338.3
20160923,1341.1
20160925,1336.9
20160926,1339.1
20160927,1329
20160928,1328.4
20160929,1327.1
20160930,1318.8
20161002,1317.2
20161003,1313.4
20161004,1276.6
20161005,1267.4
20161006,1255.6
20161007,1258.6
20161009,1265.3
20161010,1260.1
20161011,1258
20161012,1261
20161013,1256.3
20161014,1251.7
20161016,1255.2
20161017,1258.9
20161018,1261.5
20161019,1272.7
20161020,1262.9
20161021,1266.7
20161023,1265
20161024,1266.8
20161025,1276
20161026,1267.9
20161027,1271.8
20161028,1276
20161030,1277.9
20161031,1277.4
20161101,1293.7
20161102,1305.9
20161103,1299.8
20161104,1305.2
20161106,1290.9
20161107,1283.7
20161108,1325.8
20161109,1287
20161110,1261.1
20161111,1227.4
20161113,1215.6
20161114,1223.8
20161115,1230.5
20161116,1226.5
20161117,1206.8
20161118,1207.3
20161120,1211.8
20161121,1217.8
20161122,1211.8
20161123,1185.8
20161124,1177.6
20161125,1183.4
20161127,1192.2
20161128,1190.1
20161129,1188.5
20161130,1176.6
20161201,1175.8
20161202,1179.2
20161204,1179.3
20161205,1172.7
20161206,1168.6
20161207,1178.9
20161208,1169.6
20161209,1161.4
20161211,1159
20161212,1162.7
20161213,1162.2
20161214,1142.9
20161215,1133.3
20161216,1136.8
20161218,1141.6
20161219,1137
20161220,1136.9
20161221,1130.6
20161222,1133
20161223,1135.2
20161226,1138.6
20161227,1143.4
20161228,1148.9
20161229,1162.1
20161230,1152
20170102,1158.3
20170103,1162
20170104,1175.7
20170105,1176.6
20170106,1172.9
20170108,1173.8
20170109,1186.4
20170110,1189
20170111,1198.6
20170112,1193.5
20170113,1197.3
20170115,1203.8
20170116,1211.5
20170117,1211.8
20170118,1202
20170119,1206.6
20170120,1210.2
20170122,1216.6
20170123,1215.8
20170124,1203
20170125,1198.4
20170126,1183
20170127,1191
20170129,1192.1
20170130,1200.4
20170131,1210.6
20170201,1218.3
20170202,1215
20170203,1221.6
20170205,1225.4
20170206,1236.1
20170207,1234.7
20170208,1242.5
20170209,1225.3
20170210,1234.7
20170212,1230.8
20170213,1230.8
20170214,1226.7
20170215,1236.1
20170216,1238.8
20170217,1236
20170219,1235.1
20170220,1234.6
20170221,1235.8
20170222,1237.2
20170223,1251.6
20170224,1258
20170226,1258.6
20170227,1254.7
20170228,1244.6
20170301,1246.7
20170302,1230.9
20170303,1235
20170305,1233.6
20170306,1225.7
20170307,1217.4
20170308,1205.2
20170309,1197.4
20170310,1204.5
20170312,1206.8
20170313,1202.6
20170314,1201.9
20170315,1224.5
20170316,1226
20170317,1228.9
20170319,1234.4
20170320,1228.5
20170321,1245
20170322,1246.9
20170323,1243.8
20170324,1243.3
20170326,1256.3
20170327,1254.2
20170328,1249
20170329,1249.1
20170330,1243.8
20170331,1251.6
20170402,1250.7
20170403,1258.3
20170404,1256.9
20170405,1255.4
20170406,1265.5
20170407,1256.1
20170409,1254.6
20170410,1257.9
20170411,1277.5
20170412,1288.2
20170413,1290.1
20170416,1293.8
20170417,1284.2
20170418,1288.8
20170419,1281.2
20170420,1281.5
20170421,1286
20170423,1276.6
20170424,1275.2
20170425,1265.1
20170426,1268
20170427,1267
20170428,1269.5
20170430,1264.7
20170501,1257.9
20170502,1256.7
20170503,1240.4
20170504,1233
20170505,1228.4
20170507,1231.8
20170508,1227.8
20170509,1222.4
20170510,1220
20170511,1226.6
20170512,1227.8
20170514,1230.9
20170515,1233.6
20170516,1243.4
20170517,1260
20170518,1248.1
20170519,1255.7
20170521,1252.2
20170522,1262.1
20170523,1251.8
20170524,1259
20170525,1258
20170526,1266.7
20170528,1265.9
20170529,1267.3
20170530,1262.6
20170531,1270.6
20170601,1263.4
20170602,1281.5
20170604,1283.1
20170605,1287.2
20170606,1293.8
20170607,1287.9
20170608,1277.3
20170609,1268.8
20170611,1269.8
20170612,1268
20170613,1270.6
20170614,1266.2
20170615,1254.4
20170616,1255.2
20170618,1254.1
20170619,1246.5
20170620,1247.4
20170621,1253.7
20170622,1252.7
20170623,1257.8
20170625,1255
20170626,1245.6
20170627,1251.8
20170628,1251.5
20170629,1246.4
20170630,1241.4
20170702,1237.6
20170703,1222.4
20170704,1225.4
20170705,1225.8
20170706,1220
20170707,1211.9
20170709,1210.2
20170710,1210.3
20170711,1219.1
20170712,1222.4
20170713,1215.7
20170714,1228
20170716,1229.8
20170717,1237
20170718,1240.7
20170719,1238.2
20170720,1244.8
20170721,1255
20170723,1254.2
20170724,1256
20170725,1246.5
20170726,1262.9
20170727,1257.4
20170728,1269
20170730,1274.2
20170731,1276.1
20170801,1271.3
20170802,1268.5
20170803,1274.3
20170804,1264.3
20170806,1263.8
20170807,1265.8
20170808,1270.4
20170809,1282.5
20170810,1291.9
20170811,1295
20170813,1292.4
20170814,1280.4
20170815,1278.7
20170816,1293.2
20170817,1293.7
20170818,1290.3
20170820,1291.1
20170821,1294.1
20170822,1290.8
20170823,1294
20170824,1292
20170825,1296.5
20170827,1299.5
20170828,1322.1
20170829,1317
20170830,1308.5
20170831,1324.9
20170901,1329.9
20170903,1339.2
20170904,1341.6
20170905,1343.7
20170906,1339.6
20170907,1358.7
20170908,1351
20170910,1341.7
20170911,1328.3
20170912,1335.2
20170913,1326.1
20170914,1333.6
20170915,1323.5
20170917,1321.6
20170918,1310.6
20170919,1316.1
20170920,1301.4
20170921,1301
20170922,1300.5
20170924,1296.7
20170925,1316.3
20170926,1297
20170927,1283.4
20170928,1288.2
20170929,1282.5
20171001,1277.8
20171002,1271.8
20171003,1277.9
20171004,1277.5
20171005,1270.3
20171006,1278.9
20171008,1285.1
20171009,1289.6
20171010,1289.7
20171011,1297.2
20171012,1297.8
20171013,1306.1
20171015,1304.4
20171016,1294.8
20171017,1288.3
20171018,1279.5
20171019,1284.8
20171020,1281.8
20171022,1277.7
20171023,1284.3
20171024,1274.1
20171025,1281.2
20171026,1268.4
20171027,1274.6
20171029,1272.7
20171030,1276.1
20171031,1270.2
20171101,1280.8
20171102,1277.9
20171103,1270.2
20171105,1270.6
20171106,1279.5
20171107,1278.6
20171108,1284.2
20171109,1285.3
20171110,1275.6
20171112,1277.2
20171113,1276.8
20171114,1281
20171115,1276.2
20171116,1281.8
20171117,1294.4
20171119,1291.7
20171120,1279.4
20171121,1281.2
20171122,1289
20171123,1291.3
20171124,1288
20171126,1289.7
20171127,1293.8
20171128,1294.6
20171129,1286.7
20171130,1278
20171201,1283.1
20171203,1277.2
20171204,1278.5
20171205,1269.9
20171206,1262.7
20171207,1251.2
20171208,1250.5
20171210,1251.5
20171211,1246.6
20171212,1245.9
20171213,1260.7
20171214,1257.3
20171215,1258.1
20171217,1258.4
20171218,1266.7
20171219,1266.4
20171220,1269.6
20171221,1270.5
20171222,1279.1
20171225,1283.1
20171226,1287.1
20171227,1295.6
20171228,1298.2
20171229,1305.1
20180101,1309.3
20180102,1316.1
20180103,1311.4
20180104,1321.3
20180105,1320.3
20180107,1318.9
20180108,1320.1
20180109,1310.2
20180110,1318.3
20180111,1329
20180112,1338.3
20180114,1344.3
20180115,1341.3
20180116,1334.7
20180117,1328.6
20180118,1331.6
20180119,1331.1
20180121,1331.6
20180122,1335.3
20180123,1341.8
20180124,1364.1
20180125,1351.4
20180126,1348.7
20180128,1346.5
20180129,1333.5
20180130,1346.2
20180131,1347.2
20180201,1350.5
20180202,1335.2
20180204,1335.1
20180205,1346.1
20180206,1332.2
20180207,1313.5
20180208,1320
20180209,1318.1
20180211,1325.6
20180212,1328.5
20180213,1337.2
20180214,1356.9
20180215,1361
20180216,1349.4
20180218,1349.1
20180219,1343
20180220,1329.3
20180221,1325.5
20180222,1329.7
20180223,1330.5
20180225,1341.6
20180226,1334.5
20180227,1319
20180228,1314.4
20180301,1319.3
20180302,1323.7
20180304,1327.4
20180305,1323.8
20180306,1334
20180307,1327.7
20180308,1318.8
20180309,1324
20180311,1324.2
20180312,1319.3
20180313,1328.2
20180314,1327.2
20180315,1316.4
20180316,1313.9
20180318,1311.3
20180319,1315.3
20180320,1313.3
20180321,1329.8
20180322,1337.8
20180323,1347.3
20180325,1348.3
20180326,1353.6
20180327,1342.6
20180328,1326.4
20180329,1325
20180401,1333.5
20180402,1342.5
20180403,1339
20180404,1332
20180405,1331.2
20180406,1337.3
20180408,1335.9
20180409,1337.3
20180410,1345.1
20180411,1353.1
20180412,1343.3
20180413,1348.6
20180415,1348.8
20180416,1347.4
20180417,1346.3
20180418,1354.6
20180419,1344.5
20180420,1337.6
20180422,1335.9
20180423,1328.2
20180424,1329
20180425,1324.6
20180426,1318.5
20180427,1324.1
20180429,1322.5
20180430,1312.9
20180501,1310.8
20180502,1310.1
20180503,1313.2
20180504,1316
20180506,1316.7
20180507,1311.9
20180508,1311.4
20180509,1315.4
20180510,1319.8
20180511,1318.4
20180513,1319.3
20180514,1311.1
20180515,1293.6
20180516,1291.1
20180517,1287.7
20180518,1291.7
20180520,1287.4
20180521,1288.8
20180522,1291.8
20180523,1294.7
20180524,1301.9
20180525,1301.2
20180527,1298.3
20180528,1297.3
20180529,1298.4
20180530,1307.6
20180531,1302.9
20180601,1297.9
20180603,1295.5
20180604,1295.4
20180605,1300.8
20180606,1301.3
20180607,1300.9
20180608,1303.5
20180610,1303.1
20180611,1300.9
20180612,1298.5
20180613,1302.8
20180614,1305
20180615,1282
20180617,1282.7
20180618,1285.6
20180619,1276.1
20180620,1267.4
20180621,1269.1
20180622,1271.1
20180624,1268.8
20180625,1265.3
20180626,1256.6
20180627,1253.4
20180628,1252.5
20180629,1254.2
20180701,1252
20180702,1239.6
20180703,1257.9
20180704,1256.3
20180705,1255.8
20180706,1255.9
20180708,1259.9
20180709,1259.6
20180710,1251.5
20180711,1244.6
20180712,1244.8
20180713,1241.8
20180715,1244.1
20180716,1241.4
20180717,1226.9
20180718,1224.5
20180719,1221.7
20180720,1231.9
20180722,1231.8
20180723,1219.1
20180724,1224.1
20180725,1231.6
20180726,1223.8
20180727,1222.2
20180729,1219.6
20180730,1231.4
20180731,1229.6
20180801,1227
20180802,1215.4
20180803,1221.9
20180805,1223.7
20180806,1218.7
20180807,1221.7
20180808,1222.3
20180809,1218.7
20180810,1219.2
20180812,1215.8
20180813,1201.9
20180814,1194.3
20180815,1180.9
20180816,1183.6
20180817,1191.8
20180819,1192.5
20180820,1201.5
20180821,1202.5
20180822,1198.2
20180823,1194.4
20180824,1212.3
20180826,1212.9
20180827,1215.8
20180828,1210.7
20180829,1209.7
20180830,1210.6
20180831,1206.9
20180902,1205.4
20180903,1205.4
20180904,1198.9
20180905,1202.8
20180906,1207
20180907,1201.8
20180909,1198.3
20180910,1199
20180911,1198.8
20180912,1209.7
20180913,1210.4
20180914,1198.3
20180916,1199.6
20180917,1202.9
20180918,1206.7
20180919,1210.4
20180920,1213.9
20180921,1203.3
20180923,1201.2
20180924,1203
20180925,1206.4
20180926,1202.1
20180927,1187.1
20180928,1196.2
20180930,1192.1
20181001,1196.3
20181002,1209.9
20181003,1200.3
20181004,1202.1
20181005,1206.7
20181007,1200.5
20181008,1194.8
20181009,1192.9
20181010,1196.4
20181011,1223.4
20181012,1221.6
20181014,1225.5
20181015,1229.4
20181016,1225.3
20181017,1226.7
20181018,1230.5
20181019,1230
20181021,1230.6
20181022,1226.8
20181023,1234.8
20181024,1239.7
20181025,1234.2
20181026,1235.4
20181028,1235.2
20181029,1229.5
20181030,1218.2
20181031,1219.7
20181101,1234.9
20181102,1234.6
20181104,1233.2
20181105,1231.6
20181106,1230.2
20181107,1225.4
20181108,1220.7
20181109,1210.3
20181111,1208.8
20181112,1204.5
20181113,1202.5
20181114,1211.8
20181115,1215.2
20181116,1222
20181118,1218.8
20181119,1223.3
20181120,1221.9
20181121,1227.9
20181122,1228.1
20181123,1223.4
20181125,1226.1
20181126,1222
20181127,1212.3
20181128,1225.3
20181129,1229.9
20181130,1227.8
20181202,1232.1
20181203,1242.8
20181204,1240.5
20181205,1245.3
20181206,1244.7
20181207,1254
20181209,1254.7
20181210,1252.5
20181211,1249.1
20181212,1249.6
20181213,1245.3
20181214,1242.3
20181216,1240.5
20181217,1251.5
20181218,1254.4
20181219,1248.4
20181220,1262.7
20181221,1259.1
20181223,1266.7
20181224,1272.5
20181225,1276.2
20181226,1271.3
20181227,1280.8
20181228,1283.4
20181230,1281.3
20181231,1284.7
20190101,1288.4
20190102,1291.9
20190103,1297.2
20190104,1286.2
20190106,1292.8
20190107,1284.1
20190108,1283.4
20190109,1297.1
20190110,1294.4
20190111,1287.9
20190113,1291.9
20190114,1291.1
20190115,1291.4
20190116,1292.2
20190117,1290.7
20190118,1281.3
20190120,1280.8
20190121,1278.5
20190122,1283.5
20190123,1280.7
20190124,1281.2
20190125,1302.5
20190127,1301.7
20190128,1303.1
20190129,1313.9
20190130,1324.6
20190131,1322.6
20190201,1322
20190203,1317.1
20190204,1319.4
20190205,1318
20190206,1307.8
20190207,1313.4
20190208,1318.2
20190210,1314.6
20190211,1312.3
20190212,1316.8
20190213,1312
20190214,1315.3
20190215,1325
20190217,1325.8
20190218,1327.1
20190219,1345.5
20190220,1341.6
20190221,1328.1
20190222,1330.7
20190224,1332.8
20190225,1330.7
20190226,1329.5
20190227,1319.8
20190228,1312.9
20190301,1294.5
20190303,1295.2
20190304,1289.2
20190305,1289.2
20190306,1284.9
20190307,1291
20190308,1298.6
20190310,1297.6
20190311,1296.7
20190312,1304.8
20190313,1303
20190314,1297.7
20190315,1302.3
20190317,1299.5
20190318,1307.6
20190319,1304.6
20190320,1318.7
20190321,1307.9
20190322,1313.4
20190324,1315.4
20190325,1319.4
20190326,1314.4
20190327,1309.6
20190328,1293.5
20190329,1297
20190331,1297.6
20190401,1290.4
20190402,1297.4
20190403,1297
20190404,1293.6
20190405,1295.9
20190407,1300.4
20190408,1303.3
20190409,1306.4
20190410,1310.9
20190411,1296
20190412,1293.5
20190414,1292
20190415,1287.6
20190416,1279.8
20190417,1274.1
20190418,1277.9
20190421,1281.2
20190422,1276.3
20190423,1271.8
20190424,1277.5
20190425,1282.1
20190426,1288.4
20190428,1287.4
20190429,1285.4
20190430,1281.6
20190501,1275.8
20190502,1272.9
20190503,1280.2
20190505,1283.7
20190506,1283.9
20190507,1288.3
20190508,1283
20190509,1287.4
20190510,1286.8
20190512,1284.8
20190513,1300.2
20190514,1295.7
20190515,1296.9
20190516,1286.6
20190517,1277.4
20190519,1276.2
20190520,1275.2
20190521,1273.3
20190522,1272.5
20190523,1283.2
20190524,1284.3
20190526,1286.2
20190527,1281.8
20190528,1280.7
20190529,1276.5
20190530,1297.3
20190531,1310.2
20190602,1317.5
20190603,1327.9
20190604,1330.4
20190605,1335
20190606,1337.1
20190607,1344.9
20190609,1332.1
20190610,1332.7
20190611,1336.2
20190612,1338.3
20190613,1348.8
20190614,1345.3
20190616,1344.8
20190617,1345.4
20190618,1349.1
20190619,1382.3
20190620,1407.5
20190621,1403
20190623,1406
20190624,1439.5
20190625,1412.1
20190626,1409.5
20190627,1422.3
20190628,1412.5
20190630,1395.3
20190701,1393.4
20190702,1429.8
20190703,1421.6
20190704,1420
20190705,1401.2
20190707,1401.8
20190708,1398.1
20190709,1395.3
20190710,1426.4
20190711,1409.4
20190712,1417.8
20190714,1413.2
20190715,1415.7
20190716,1406.5
20190717,1424.5
20190718,1443.5
20190719,1426.5
20190721,1428.4
20190722,1417.1
20190723,1420.5
20190724,1422.4
20190725,1415.7
20190726,1418.5
20190728,1419.9
20190729,1424.9
20190730,1441.5
20190731,1421.3
20190801,1444.6
20190802,1452.5
20190804,1465.3
20190805,1475
20190806,1496.9
20190807,1512.9
20190808,1518
20190809,1508
20190811,1508
20190812,1527.2
20190813,1508.6
20190814,1531.4
20190815,1532.3
20190816,1523.6
20190818,1519.4
20190819,1505.2
20190820,1513.2
20190821,1509.4
20190822,1504.6
20190823,1536.9
20190825,1553.1
20190826,1537.3
20190827,1544.9
20190828,1552.4
20190829,1534.8
20190830,1529.2
20190901,1534.5
20190902,1533.2
20190903,1551.3
20190904,1553.2
20190905,1526.5
20190906,1515
20190908,1517.6
20190909,1497.8
20190910,1498.8
20190911,1503.6
20190912,1505.4
20190913,1495.7
20190915,1511.9
20190916,1505.5
20190917,1510.1
20190918,1502.7
20190919,1511.9
20190920,1524.4
20190922,1522.7
20190923,1527.6
20190924,1536.4
20190925,1516.6
20190926,1513.8
20190927,1503.3
20190929,1500.1
20190930,1472.2
20191001,1482.3
20191002,1504.5
20191003,1513.7
